Region,Sector,GWP100 [kg CO2-eq/unit output]
TR,Fish products,347231.1706126265
TR,Tobacco products (16),281024.59356855403
TR,Textiles (17),593304.9672722213
TR,Wearing apparel; furs (18),286068.97084470664
TR,Leather and leather products (19),354159.38316074485
TR,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),653360.582563755
TR,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
TR,Pulp,4343029.082335658
TR,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
TR,Paper and paper products,999131.6617572862
TR,Printed matter and recorded media (22),429836.7069745361
TR,Coke Oven Coke,10820175.391426597
TR,Gas Coke,0.0
TR,Coal Tar,0.0
TR,Motor Gasoline,1068376.7559563497
TR,Aviation Gasoline,0.0
TR,Gasoline Type Jet Fuel,0.0
TR,Kerosene Type Jet Fuel,1069293.523934614
TR,Kerosene,1067812.465338757
TR,Gas/Diesel Oil,1069383.5279874902
TR,Heavy Fuel Oil,1067975.542441182
TR,Refinery Gas,1068694.2640208001
TR,Liquefied Petroleum Gases (LPG),1068472.8246324183
TR,Refinery Feedstocks,1070665.3106923033
TR,Ethane,0.0
TR,Naphtha,1063135.4229101664
TR,White Spirit & SBP,1070747.910684116
TR,Lubricants,1068029.0857034917
TR,Bitumen,1067914.6928257684
TR,Paraffin Waxes,1130186.6265280005
TR,Petroleum Coke,0.0
TR,Non-specified Petroleum Products,1067446.5392450357
TR,Nuclear fuel,337374.9579654545
TR,"Plastics, basic",751111.2719846477
TR,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
TR,N-fertiliser,24078674.879386827
TR,P- and other fertiliser,6190014.292396619
TR,Chemicals nec,588428.6880850893
TR,Charcoal,0.0
TR,Additives/Blending Components,0.0
TR,Biogasoline,529472.0926601244
TR,Biodiesels,600809.9825712732
TR,Other Liquid Biofuels,0.0
TR,Rubber and plastic products (25),436937.56528663944
TR,Glass and glass products,509896.3760961136
TR,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
TR,Ceramic goods,875427.9079509883
TR,"Bricks, tiles and construction products, in baked clay",1984098.0263951232
TR,"Cement, lime and plaster",4311327.459448936
TR,"Ash for treatment, Re-processing of ash into clinker",0.0
TR,Other non-metallic mineral products,2718947.1456039646
TR,Basic iron and steel and of ferro-alloys and first products thereof,1202471.976859703
TR,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
TR,Precious metals,1358877.19332722
TR,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
TR,Aluminium and aluminium products,2108975.8379457844
TR,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
TR,"Lead, zinc and tin and products thereof",1258278.9380340972
TR,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
TR,Copper products,1300999.8447844656
TR,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
TR,Other non-ferrous metal products,1192929.192769115
TR,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
TR,Foundry work services,1322751.7518834677
TR,"Fabricated metal products, except machinery and equipment (28)",467310.0010519973
TR,Machinery and equipment n.e.c. (29),391469.9236538933
TR,Office machinery and computers (30),205285.82714592063
TR,Electrical machinery and apparatus n.e.c. (31),1773289.2815380017
TR,"Radio, television and communication equipment and apparatus (32)",320341.7072184615
TR,"Medical, precision and optical instruments, watches and clocks (33)",262773.4510646736
TR,"Motor vehicles, trailers and semi-trailers (34)",292317.0358174451
TR,Other transport equipment (35),1369561.8085860529
TR,Furniture; other manufactured goods n.e.c. (36),670705.0453846396
TR,Secondary raw materials,212692004.3402828
TR,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
TR,Electricity by coal,18990747.423192605
TR,Electricity by gas,7432069.491058174
TR,Electricity by nuclear,0.0
TR,Electricity by hydro,67109.99173178703
TR,Electricity by wind,35526428.57917005
TR,Electricity by petroleum and other oil derivatives,18351300.370573055
TR,Electricity by biomass and waste,12725683.739252696
TR,Electricity by solar photovoltaic,0.0
TR,Electricity by solar thermal,0.0
TR,"Electricity by tide, wave, ocean",0.0
TR,Electricity by Geothermal,13165703.067648217
TR,Electricity nec,3092335.556041782
TR,Transmission services of electricity,4658644.901813085
TR,Distribution and trade services of electricity,3095357.668936897
TR,Coke oven gas,964678.2638624271
TR,Blast Furnace Gas,924583.9241875922
TR,Oxygen Steel Furnace Gas,0.0
TR,Gas Works Gas,0.0
TR,Biogas,1020585.7147070934
TR,Distribution services of gaseous fuels through mains,1020077.0143037325
TR,Steam and hot water supply services,7771312.563186953
TR,"Collected and purified water, distribution services of water (41)",105307.69136920835
TR,Construction work (45),302071.9217735318
TR,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
TR,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",194657.87051449693
TR,Retail trade services of motor fuel,417433.5769672413
TR,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",162313.47011063425
TR,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",106504.73606927862
TR,Hotel and restaurant services (55),215971.50538732752
TR,Railway transportation services,130145.2488871869
TR,Other land transportation services,129228.9802026974
TR,Transportation services via pipelines,863629.0806234305
TR,Sea and coastal water transportation services,1493296.5270918855
TR,Inland water transportation services,1044200.2944383741
TR,Air transport services (62),1343005.9845061272
TR,Supporting and auxiliary transport services; travel agency services (63),146959.30426597092
TR,Post and telecommunication services (64),251122.8186825794
TR,"Financial intermediation services, except insurance and pension funding services (65)",121381.45832120399
TR,"Insurance and pension funding services, except compulsory social security services (66)",336361.0131924815
TR,Services auxiliary to financial intermediation (67),112819.72238731549
TR,Real estate services (70),89666.75941439696
TR,Renting services of machinery and equipment without operator and of personal and household goods (71),211496.66833485052
TR,Computer and related services (72),238166.58670327903
TR,Research and development services (73),283658.59205079975
TR,Other business services (74),112948.40814821955
TR,Public administration and defence services; compulsory social security services (75),576488.9340658681
TR,Education services (80),283007.7881228016
TR,Health and social work services (85),306312.4430325032
TR,Food waste for treatment: incineration,0.0
TR,Paper waste for treatment: incineration,0.0
TR,Plastic waste for treatment: incineration,0.0
TR,Intert/metal waste for treatment: incineration,515822.12290284823
TR,Textiles waste for treatment: incineration,0.0
TR,Wood waste for treatment: incineration,0.0
TR,Oil/hazardous waste for treatment: incineration,332814.96710406337
TR,Food waste for treatment: biogasification and land application,0.0
TR,Paper waste for treatment: biogasification and land application,0.0
TR,Sewage sludge for treatment: biogasification and land application,0.0
TR,Food waste for treatment: composting and land application,455922.0895184575
TR,Paper and wood waste for treatment: composting and land application,0.0
TR,Food waste for treatment: waste water treatment,280765.2439604156
TR,Other waste for treatment: waste water treatment,282243.69671838084
TR,Food waste for treatment: landfill,193591.1959769929
TR,Paper for treatment: landfill,204944.9479812856
TR,Plastic waste for treatment: landfill,211424.94807594107
TR,Inert/metal/hazardous waste for treatment: landfill,203897.445503581
TR,Textiles waste for treatment: landfill,215759.60649155854
TR,Wood waste for treatment: landfill,216186.87995311926
TR,Membership organisation services n.e.c. (91),594954.3513257104
TR,"Recreational, cultural and sporting services (92)",151117.12943760067
TR,Other services (93),647328.010132878
TR,Private households with employed persons (95),8488.570264345783
TR,Extra-territorial organizations and bodies,0.0
TW,Paddy rice,49513743.68368145
TW,Wheat,738849.6024072269
TW,Cereal grains nec,2317225.334653864
TW,"Vegetables, fruit, nuts",151757.73230063415
TW,Oil seeds,626702.4193632121
TW,"Sugar cane, sugar beet",0.0
TW,Plant-based fibers,821536.2158420555
TW,Crops nec,162070.67824836037
TW,Cattle,469436.7467578399
TW,Pigs,360966.18136073154
TW,Poultry,727350.4864502194
TW,Meat animals nec,286616.57055387885
TW,Animal products nec,491972.19872641854
TW,Raw milk,547789.3003296625
TW,"Wool, silk-worm cocoons",283365.12644426635
TW,Manure (conventional treatment),0.0
TW,Manure (biogas treatment),0.0
TW,"Products of forestry, logging and related services (02)",402828.26219218504
TW,Fish and other fishing products; services incidental of fishing (05),490248.7447798254
TW,Anthracite,0.0
TW,Coking Coal,0.0
TW,Other Bituminous Coal,0.0
TW,Sub-Bituminous Coal,0.0
TW,Patent Fuel,0.0
TW,Lignite/Brown Coal,0.0
TW,BKB/Peat Briquettes,0.0
TW,Peat,0.0
TW,"Crude petroleum and services related to crude oil extraction, excluding surveying",286822.1334205693
TW,"Natural gas and services related to natural gas extraction, excluding surveying",795249.7633283291
TW,Natural Gas Liquids,0.0
TW,Other Hydrocarbons,0.0
TW,Uranium and thorium ores (12),0.0
TW,Iron ores,3758107.9966581664
TW,Copper ores and concentrates,2707072.81115578
TW,Nickel ores and concentrates,0.0
TW,Aluminium ores and concentrates,1845617.9325322288
TW,Precious metal ores and concentrates,2259657.8809592347
TW,"Lead, zinc and tin ores and concentrates",15798701.14311862
TW,Other non-ferrous metal ores and concentrates,885568.7806212123
TW,Stone,0.0
TW,Sand and clay,500240.3557773924
TW,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1179386.2715503457
TW,Products of meat cattle,875816.767410611
TW,Products of meat pigs,431887.0763635852
TW,Products of meat poultry,638127.9328423726
TW,Meat products nec,935800.6511924237
TW,products of Vegetable oils and fats,572561.0547451454
TW,Dairy products,459969.72723543615
TW,Processed rice,326320.4698562065
TW,Sugar,1023555.1684654698
TW,Food products nec,480574.31807003194
TW,Beverages,493916.06639591715
TW,Fish products,751979.8133722354
TW,Tobacco products (16),541759.6782996735
TW,Textiles (17),920415.1909037281
TW,Wearing apparel; furs (18),520629.2997695522
TW,Leather and leather products (19),536175.1174416774
TW,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),480844.61326596624
TW,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
TW,Pulp,13455119.095916234
TW,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
TW,Paper and paper products,981614.4698325095
TW,Printed matter and recorded media (22),454973.7604423323
TW,Coke Oven Coke,3136130.503143333
TW,Gas Coke,0.0
TW,Coal Tar,0.0
TW,Motor Gasoline,1051681.010540693
TW,Aviation Gasoline,0.0
TW,Gasoline Type Jet Fuel,0.0
TW,Kerosene Type Jet Fuel,1051681.0106029995
TW,Kerosene,0.0
TW,Gas/Diesel Oil,1051681.0105577763
TW,Heavy Fuel Oil,1051681.0106100368
TW,Refinery Gas,1051681.0155022726
TW,Liquefied Petroleum Gases (LPG),1051681.0107557585
TW,Refinery Feedstocks,1051681.0105678297
TW,Ethane,0.0
TW,Naphtha,1051681.0104582848
TW,White Spirit & SBP,1051681.0109999715
TW,Lubricants,1051681.0116170251
TW,Bitumen,1051681.011315529
TW,Paraffin Waxes,0.0
TW,Petroleum Coke,1051681.0221602502
TW,Non-specified Petroleum Products,1051681.0116542107
TW,Nuclear fuel,628933.3660499236
TW,"Plastics, basic",1389186.76021526
TW,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
TW,N-fertiliser,759168.9863240235
TW,P- and other fertiliser,1133602.9705339412
TW,Chemicals nec,1026101.5249066857
TW,Charcoal,0.0
TW,Additives/Blending Components,0.0
TW,Biogasoline,1026101.5251596038
TW,Biodiesels,0.0
TW,Other Liquid Biofuels,1026101.5252328679
TW,Rubber and plastic products (25),816338.4701694248
TW,Glass and glass products,1141365.8601501992
TW,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
TW,Ceramic goods,4699321.184529946
TW,"Bricks, tiles and construction products, in baked clay",10265674.833998704
